,hashtag_name,owner_id,short_code,likes_count,comments_count,post_description
45,гдебыпоесть,7996944141,Bn0_zg5Fnq1,7,0,"Когда у тебя есть маленький ребёнок, о вкусном, размеренном и спокойном принятии пищи можно забыть😢
Сегодня за обедом я наслаждалась процессом, блюдами, атмосферой в кафе @paul.caferestaurant на Смоленской. Пообщалась с француженкой на английском 🤭, поела самый вкусный в Москве куриный суп, впервые попробовала Мильфёй (наисвежайший, с большим количеством заварного, и не приторно-сладкого, крема), вкушала их нежнейший круассан с ветчиной и сыром, о котором уже писала ранее. В общем, день удался и я как довольный кот, наевшийся сметаны, еду домой. Кстати, в этом кафе действительно много французов. #paul #paulcafe #куриныйсупчик #круассан #мильфёй #гдебыпоесть #гдебыпообедать #французскаякухня #ресторанныйкритик #обзоркафе"
46,гдебыпоесть,4838829343,BnjYv0GlC6p,236,5,"Ещё немного про Авиапарк. Люблю я тематические местечки! Есть там такое довольно интересное заведение ""Monster hills"". Это ресторан, концепт-шефом которого является не абы кто, а президент Ассоциации шеф-поваров России, человек, который играет на нашем тв роль Гордона Рамзи - Константин Ивлев. Один из именитых шефов нашей страны. И концепт действительно прикольный, для нашего города даже уникальный - монстрически-хэллоуинское меню, где почти все блюда как-то интересно оформлены, и все это - в абсурдно-алисочных декорациях. Вах! Надо идти! Увы, на этом приятное заканчивается.
И я даже не о цене, понятно, что в подобном месте ценник будет немного выше (хотя он все равно доступен нищебродам со дна среднего класса вроде меня). Иначе странно было бы видеть такое заведение в открытом жральном дворике ТЦ. Проблемы в другом. Заказ нам несли часа полтора- два. Даже напитки. Да и подошли принять заказ далеко не сразу. Сноской отмечу, что посетили мы ресторан явно не в высокое время - он был полупустым. Блюда были сделаны значительно более небрежно, чем на картинке - глаза на пицце не похожи на глаза, лапок у бургера нет... Только к коктейлю у меня нет нареканий - он был богическим. А вот остальные блюда по вкусу были нормальными, но вполне обычными, и вся фишка была только во внешнем виде, который совершенно не получился. Удивил и персонал - своей безразличностью и небрежным отношением к гостям. Ну и вишенкой стала моя чёрная паста с глазом. По меню этого было непонятно, но она оказалась украшена таким диким нажористым соусом с черно-синим красителем, который потом ещё сутки, пардон, выходил зелёным с обратной стороны. Доесть я эту карбонару не смогла. 
Впервые за долгое время совершенно не хотелось оставлять чаевые. Очень жаль. Прекрасную идею (да и воплощение неплохое) запороли несколькими мазками. Хотела бы я порекомендовать Монстр хиллз хотя бы для детского праздника, но время ожидания и бешеные красители мне даже этого не позволяют сделать.
Можно туда прийти ради экзотики, но вот... Стоит ли?

#еда #химия #ресторан #monsterhills #москва #фудблог #инстафуд #гдебыпоесть #КонстантинИвлев #Ивлев #рецензия #зеленыйстул #zhratch"
47,гдебыпоесть,6646721724,BndYY61lvoL,14,0,".
Обзор от @valeriya_petrusevich на тему где  бы поесть вне отеля на Занзибаре.
Стрит фуд по-африкански!
.
#отзывытуристов #знайнаших #Занзибар
#гдебыпоесть"
48,гдебыпоесть,6965822050,Bnb6rlAFlGo,39,11,"TheVarenik🇺🇦🇬🇧 А вы готовы платить за качество?
🆕 рубрика #зояревизор

Делюсь с вами впечатлениями от этого заведения на центральной улице г.Сумы. Кто ещё не был, загляните👁️ Начнем по порядку👇

1. Интерьер. Украинский стиль на современный лад привлекает. Орнамент, цвета, дерево - все лаконично. Открылись недавно, так что свежий ремонт, чистенько, уютно.

2. ""Гвоздь программы"" - ВАРЕНИКИ, пельмени, сырники. Вкусные, выбор сладких и соленых. Главное - это самообслуживание. Сам набирает себе какие хочешь, хоть по 2 шт каждого вида. Стоимость на вес 100 гр 14,99 грн. Ох эти маркетологи😂

В принципе удобно. Набрал всего, взвесили, оплатил.

НО. Вареники и пельмени стоят в больших мисках с маслом. Длительное время открытые как никак. Все посетители мотыляют волосами вокруг. Ну, как-то не очень.

Ну ладно. Но ещё, первый раз побывав там, я брала вареники с 4мя сыра🧀 и был вкус сыра с плесенью. А через время мы пошли с мужем. Я ему посоветовала их, так как он любит сыр. Но им и не пахло, только обычным дешёвым сыром, типа российский.

Через время мы пошли с кумой, я решила проверить. Взяла их опять. И опять не пахло плесенью😂 кто-то скажет - радуйся. Но не о том речь... Ну как так? Попервой стараются, все хорошо, а потом испаганивается. Ну что за бизнес??? Идти туда уже не хочется, да и все перепробовали, ассортиментом не удивишь. Разве что заскочить в обед перекусить.

И как по мне. Тогда сделайте нормальную цену на эти вареники с 4мя сырами. Я заплачу больше, но съем какие должны быть. Я за качество! А деньги это другой вопрос. А тут походу решили сэкономить.

Но, если посчитать, реализуя вареники с картошкой и 4мя сыром например, по одной цене, и вывести среднюю, то не в минусе.

А марку держать надо! Чтобы люди хотели приходить.

Также там есть салатики, но с выбором не очень.
Компоты. Йогурт домашний. Выпечка - несколько видов. Ну и пиво, другой алкоголь.

В общем, кто живёт в городе Сумы или будет проездом, зайдите и продегустируйте сами. В принципе, вкусно, как домашние.

И поделитесь потом своими впечатлениями. Ну или кто был уже там, пишите в комментариях 👇Как вам TheVarenik?

Может это я привередой уже стала."
49,гдебыпоесть,4838829343,BnbtKGZFBD8,114,2,"Я, если честно, совсем не любитель супа.
Во всяком случае, я так думала все детство. То ли из-за отвратительных детсадовских солянок (кстати, всегда было любопытно, почему все нянечки страны грозились вылить несъеденное за шиворот. Эта техника входит у них в стандартную программу образования?), то ли просто такими были мои детские вкусы, но лет до 20 потреблять могла только суп-пюре Кнорр, куда мама нарезала сосиски кружочками (помните, в 90-2000-е такой продавался?). От всего, что не было густющим рагу или пюре, меня натурально воротило.
Со временем, я стала способна есть супчики, которые готовлю сама. И ещё те, которые подают в хороших, годных заведениях. И вот, я, как человек, ненавидивший всю эту жижную историю на протяжении всей своей жизни, готова искренне рекомендовать московский ресторанчик под названием ""Суп"".
Во-первых, ресторан, специализирующийся на супе - само по себе интересно и необычно. Тут его десятки вариантов. Во-вторых, много супа, конечно, сразу не съешь, а экспериментировать хочется, поэтому тут можно взять комбо-разносол из трех неболих  порций и попробовать разного. Ну и, наконец, тут просто приятно и уютно сидеть. А зачем вообще есть не дома, если не ради обстановки?
В общем, годное место. А если ваша подруга/друг фанатеет от супа, а вы - нет, то тут есть и другие, человеческие блюда, а ещё пекаренка и бар :3 Цены не кусаются (по московским меркам). А какие у вас взаимоотношения с супами?

#суп #кафе #гдебыпоесть #москва #фудблог #zhratch #еда #ресторан #инстафуд"
50,гдебыпоесть,4838829343,BnD31fCF33Q,53,4,"​​На Рубинштейна меня направила наша давняя верная подписчица Аиша, за что ей большое спасибо. Сама я в Питере ничего не понимаю, а меж тем, оказывается, улица Рубинштейна - неудержимо хипстерская и гастроэнтузиастная. Ну и направились мы не абы куда, а -таки, соответственно названию улицы, в чудесную еврейскую стритфудошную ""Бекицер"" (что в переводе с идиша означает ""Короче!""). Хотите классической, нормальной, домашней еврейской кухни - вам в ""Одесса-мама"" в Мск, а в ""Бекицере"" вам подадут израильский стрит-фуд (среди которого, кстати, немало веганских вариаций). Фалафели всякие и шварма в свертках и на тарелке, куча каких-то солений, сэндвичи, маца-пицца, и масса вообще непонятных названий. Я взяла шварму на тарелке, и, черт возьми, сколько же мне всего принесли (шоб вы понимали, на первой фотке - это ОДНО блюдо), и как это было красиво! Ну и вкусно тоже. Да и, что немаловажно, работает эта кафешка даже ночью и подает большинство блюд. 
Кафешка интуитивно приятна и уютна для жителя городских джунглей. Непонятно - то ли еврейская она, то ли городская. А ведь у нас привыкли выбирать только один тематический вектор и жирно опираться только на него. Оказывается, бывают более тонкие исключения. Я в Израиле никогда не была, но, полагаю, что почти в любом современном большом городе все так и есть - урбанизм, обшарпанные стены и небольшой местный колорит :) В эту обстановку мне верится куда больше, чем в каком-нибудь ""Тарасе Бульбе"", где все состоит из геологических наслоений колорита.
В аномальную питерскую жару внутри было не вздохнуть, поэтому мы сели за столиком на узкой улице, и благодаря этому изрядно искупались в потоке прохожих. Это тоже был прикольный экспириенс, который нам помог нормально так погрузиться в атмосферу Питера. Какие только кадры там не ходят, какие только сценки кругом не творятся, пока ты сидишь и мирно поедаешь свой хумус.
То ли из-за встроенного пофигизма, то ли из-за жары, то ли из-за высокого времени, но мы ждали официанта (а потом и свой заказ) нифига не фастфудно. Будьте к этому готовы.
А в остальном - интереснейшее, дикое место в сердце городской движухи, с прекрасной и необычной кухней. И, - таки, недоrого. Всячески рекомендую."
51,гдебыпоесть,1201846560,Bm8PVZqlzQW,152,12,"Зашла пообедать вчера в относительно дорогую кафешку. Села и смотрю в сторону бара. Сидит охранник, сидит официантка, за баром стоит бармен. Мило общаются. На меня ноль внимания⭕️.
⠀
А меню некому подать? Спрашиваю я. Еле как встаёт официантка и с видом «я не обязана» приносит мне меню😒.
⠀
Другой случай. Зашла в кафешку подешевле. Не успела сесть, возле меня уже официантка крутится. Подсказывает, записывает💁‍♀️.
⠀
В первом случае мой обед обошёлся мне в 5000 тг, во втором в 1500 тг.
⠀
За обслуживание во втором случае не берут. Но на чай оставить захотелось. И я подумала, что маленькие семейные кафешки более душевные что ли, чем дорогие рестораны с незаинтересованным персоналом.
⠀
А вы что больше любите? Пафосно поесть из дорогой посуды или вкусно перекусить в семейном кафе🍜?
⠀
#динкины_истории #голоднететка #влеснеубежит #гдебыпоесть"
52,гдебыпоесть,7620241073,Bma01FvnjfG,9,1,"Определённо, колесо обозрения самое фотогеничное, ибо движется медленно) Решила погулять в парке Гагарина. Будет его не хватать зимой. #ПаркГагарина #Новокузнецк #гуляю #понедельник #гдебыпоесть #детство #хорошаяпогода #летозаканчивается"
53,гдебыпоесть,4311967936,BmOQoMvHtGP,78,2,"Царица на своем троне. 
#астана#ночь#гдебыпоесть#"
54,гдебыпоесть,4838829343,Bl4-S3IlgOy,27,1,"Ох, не зря мы заскочили в этот сомнительный кабачок самого стандартно-заштатного вида. Вы таки не поверите, но это одно из лучших заведений, которые мы успели посетить в Питере. Окраинный пром-район, внешне все какое-то неказистое, трасса-парковка, внутрь домика тоже заходить не стоит... НО, потрясающая деревянная летняя веранда на берегу Невы, нативная, правильная, вкусная и, что немаловажно, довольно дешёвая азербайджанская кухня (что кухня Правильная - сказал наш знакомый азербайджанец. А это кое-чего стоит. В плане цены - втроём мы очень сытно поужинали примерно на 1000 р. На первый взгляд, цены там обычные, но уж ОЧЕНЬ большие порции).
Только лицензии на алкоголь у них нет, разрешают приносить с собой, за пробковый сбор. Если что, через дорогу от кафешки обитает магаз, которые торгует алкашкой круглосуточно ;) #питер #ресторан #еда #фудблог #гдебыпоесть #лонгрид"
55,гдебыпоесть,2342674816,BlS2s2fAS_f,60,2,"Сегодня с мамой поехали в Манавгате и засели в пиццерию ""La Pizza"". Что сказать, здесь такая прикольная атмосфера. Как в Америке, такое чувство как будто в пиццерии со всякими такими ништяками. Прикольно, кароче. Если здесь будете мимо проходить, зайдите.
P.s. за свои слова отвечаю.
.
.
.
.
.
#Turkey#взаимныелайки#взаимныеподписки#взаимныекомментарии#подружка#давноневиделись#сфс#сундучки#овп#like4like#likeforlike#likeforfollow#музыка#music#лето#весело#япожизнисмузыкой#комментарии#интересно#гдебыпоесть#гдепоестьвтурции#еда#нямням#кафе#пиццерия#lapizza"
56,гдебыпоесть,586073618,Bkw4ZYIn0Mz,139,26,"Ну и пусть я как арбузик , у меня там карапузик 😇🌸 В ожидании нашего чуда ❤
#вожиданиичуда #вожидании #34недели #34неделя #счастье #беременность #беременностьвнеделях #инстабеременяшки #40недель #сьестьвсенасвоемпути #сьестьвсе #вкусняшки #+23кг  #чудо #любовь #loveintheair #zhuravelfamily #couplefamily #гдебыпоесть #ещечутьчуть #мужижена #опятьхочуесть #инстамама"
57,гдебыпоесть,1470082423,BkN6MxdgMk5,129,2,"💭 У меня есть два видеорецепта. Вот один из них. Люблю подобие на Цезарь. И его Величество, естественно, тоже люблю. 💜
.
.
.
Снимала еще до марафона похудения. Так что...Оставлю это здесь🥗 А может кому-то ещё он по душе? .
.
.
Как по мне, самый вкусный в Касте🤔😱 В Подшоффе, когда брали - не то🤦🏼‍♀️🙈 Где в Киеве он лучший? Кто знает?
.
.
.
#вкусноиполезно#готовимдома#лето#bj_food#салат#салаты#цезарь#недрцезарь#вкусно#салатик#рецепт#рецепты#простоисовкусом#киев#київ#депоїсти#гдебыпоесть#заведениякиев#кудабсходить#salad#kyiv#kiev"
58,гдебыпоесть,4043999711,BkKmk8cleu4,135,9,"🙂👌Одно из любимых блюд,наших гостей😍
🍲Орзо в сливочном соусе с тигровыми креветками🍤кальмарами 🦑и красной икрой,божественно вкусно😍 🔝Такой шедевр можно попробовать только у нас☝️
🌇Roy's Cafe Lounge Bar🌆 все лучшее для вас🤗
#roysloungebar #roysbar #bar #cafe #simferopol #гдебыпоесть #вкусно #едаялюблютебя #шедевр #гастрономии #блюдо #дня #симфониявкуса #Крым #симферополь"
59,гдебыпоесть,6193894333,BjrIM5rB6Co,44,3,"Забиваку вам в ленту, который понял жизнь. #чм2018 #сочи2018 #футбол #лето #утро #гдебыпоесть #шашлык #выходной"
60,гдебыпоесть,4838829343,BjhY0Q4Hb9J,23,2,"Вы думали, это были все интересные места, которые я успела заснять и опробовать в Воронеже? Таки нет!
Было бы бесчеловечно утаить от вас главную, на мой взгляд, гастропримечательность города, ""Пивной Диснейленд"", как его назвала Арина - неимоверных размеров и форм паб-корт под названием ""Балаган"".
Это уютный кабачок, занимающий скромный угол где-то в два-три этажа в местном центральном молле - ""Галерее Ч̶у̶ж̶о̶г̶о̶ Чижова"".
Но главное - все же не размер, нас москалей монструозными коммерческими пространствами не удивишь. Главное - как все это пространство использовано. Балаган - это такой фэнтезийный ""город в городе"", с улицами, проспектами, двориками, собственной пивоварней и тематическими зонами. Например, тут есть КОРАБЛЬ В НАТУРАЛЬНУЮ ВЕЛИЧИНУ, КАРЛ. Реально, пивной диснейленд.
Общий сеттинг, скорее, в духе европейского средневековья, но местами понатыканы и детали другого антуража - например, целый ретровый автомобиль. И паровоз. И избушка на курьих ножках. Я, в общем-то, совсем не против. Балаган же!
Еще, здесь можно, например, в камере с кандалами пообедать. Или на балконе, с видом на лобное место, где выступают средневековые ретро-певцы потипу Алены Апиной. Можно на том самом корабле. И в пытошной. И в баре посреди ""улицы"".
Так, о чем это я... Вы слышали про собственную пивоварню? Это все, конечно же, можно дегустировать. Мы вот заказали пивную рулетку на 6 бокалов разной степени темноты, кислоты, оттенков и иповости. Всего попробовать по чуть-чуть. Я не пивной эксперт, поэтому за карбонизацию и пенную шапку вам затереть не смогу, но было вполне вкусно (как для крафта, хехе). Кстати, стоила эта рулетка поллитровых пробников нам где-то в районе косаря деревянных. Недорого, в общем, особенно, если судить родными московскими мерками. Плюс - целая пицца рублей за 300. Есть блюда и подороже, но вполне можно обойтись таким джентельменским набором, наевшись и напившись от пуза.
Местные этой развлекухой пресытились, и большую часть времени паб стоит каким-то полупустым. Но я пока что не нагулялась, при следующем посещении Воронежа туда снова наведаюсь, и вам от всей души рекомендую.
#воронеж #еда #food #travel #пиво #гдебыпоесть #гдебывыпить #балаган #zhratch"
61,гдебыпоесть,3005942313,BjP0JL8AgH-,47,0,"Сосенки, дворец, Екатерина II, изи-тревел, четыре ноги, два голодных желудка, один солнечный выходной - отлично скомпоновали ✔✔✔✔🙂
#нашиприключения #гдебыпоесть #клубникудополногосчастьяхочу😋 #открываемМоскву #Москва #последамИстории"
62,гдебыпоесть,4838829343,BjHWJqsHpJS,27,0,"Когда-то давно, пока духовные скрепы были еще не столь сильны, а наше великое государство было чуточку меньше, когда уродливые ценности прогнившего запада, такие как вкусный сыр и хорошее пиво, еще имели над нами власть, мне еще не был чужд презренный металл, в кармане водился евро или два, и я, порой, могла себе позволить попутешествовать дальше импортозаменительных курортов. Так вот, о чем бишь я... С тех времен у меня осталось довольно много годных фоток. Их видело всего где-то два с половиной человека, так что я решила время от времени постить их сюда, вместе с соответствующими историями и воспоминаниями. Здесь вот, например, группа каких-то товарищей фотается на фоне вывески Temple bar, это центровой, легендарный кабак города Дублина. Все темпл бары Москвы содрали свое название именно с него.
В прекрасной изумрудной Ирландии мы были всего каких-то два дня, но в душу она мне запала крепко. Моя прекрасная напарница, заманившая меня в ту поездку, твердо заявила, что каждый уважающий себя турист в Дублине просто обязан побывать в Темпл баре. И вот, мы там, барахтаемся в тесном озере людей из самых разных стран. Пара пинт потрясающего, божественного и легкого Гиннеса, и вот моя подруга уже пошла клеиться к какому-то парню, а я, внезапно, стою и рассуждаю с его товарищем о политике восточно-европейских стран...
Ирландский родной Гиннес столь же нежен, сколь и коварен.

#Ireland #travel #bar #templebar #dublin #zhratch #истории #food #blog #блог #еда #гдебывыпить #гдебыпоесть"
63,гдебыпоесть,4838829343,BjAREYfHtPk,18,9,"И снова Воронеж. Бутербродский. Название у заведения, конечно, постироничное до крови из глаз. Но если на это обстоятельство глаза ""приподзакрыть"", то кафешка, однозначно, достойна того, чтобы ее посетить. Особенно - сладкоежкам и особенно - летом. Такие потрясающие сознание башни из быстрых углеводов я, пожалуй, только в американском кино видела. На деле - это молочные коктейли (в меню они значатся как ""фрикшейки""). Кроме шейков и традиционного набора кофе, здесь подают еще вполне сносные бургеры, тоже, конечно, с выдумкой и примбамбасами. К примеру, булка на последней фотке - это бургер с креветками. А чай подается в качестве стакана кипятка с.. Нет, не совсем с пакетиком, а с такой не особо часто встречающейся дырявой чайной палочкой (пафосная линейка пакетированного вполне годного чая со смешанными вкусами, например, с имбирем). В общем, тоже развлечение и какая-то новизна.
Дивной хипстоватости и вполне средних цен место с велосипедами и краской на стенах, огромным Бродским из ниток и приветливым персоналом. Я попала сюда прямо на свой день рождения и чувствовала себя конфетной королевной.

Адрес - ул. Карла Маркса, 68, Воронеж

#food #travel #blog #vrn #Voronezh #zhratch #гдебыпоесть"
64,гдебыпоесть,193193029,Bi9RuOelJuK,30,0,#покавсеспят #утросмоленск  #гдебыпоесть #естьутромможно
65,гдебыпоесть,193193029,Bi9RlRUFdr4,31,1,#утросмоленск #утро #безлюдейхорошо #гдебыпоесть
66,гдебыпоесть,4838829343,Bir-DZGFFPs,20,0,"Продолжение поста про ""The Sovok"", Воронеж.
#vrn #Voronezh #food #blog #travel #zhratch #menu #гдебыпоесть"
67,гдебыпоесть,4838829343,Bir4cxYllHk,24,0,"Местечко в Воронеже, в которое меня отвела отпраздновать наступление новой декады моя нежная и исключительно добрая подруга Настенька - кафе-бар ""Совок"". Прекрасное атмосферное место с прикольным меню, бережно собранными декорациями старины и балдежной, каноничной усталой теткой-буфетчицей шарообразной формы, одетой в фирменные чепчик и тельник. Я была бы в восторге, если бы не одна деталь. Хозяева делали это место с приколом, а вот посетители явно воспринимают на полном серьезе. Именно так, с искреннем счастьем и без капли *иронии* (тм) они танцевали под {i}зажигательные хиты девяностых{/i}. С ними стилизация, жалобно пискнув, мгновенно стала реальной атмосферой общесемейных пьянок из детства. Мои попутчицы все ждали, когда же эти взрослые дяденьки и тетеньки погонят нас спать.
(в следующем посте соберу несколько чуть более кошерных фоток с фотика)
Адрес, если неистовые бати и мамани вас не смутят: Воронеж, ул Куколкина, 29.

#vrn #Voronezh #travel #food #sovok #cafe #blog #foodblog #zhratch #гдебыпоесть"
68,гдебыпоесть,2319376709,BimYHXmBPRW,30,0,"Сегодня было неожиданно мало людей в @gdeburger. Отличное место! Можно вкусно покушать, насладиться приятной беседой.
🏠Интерьер мне очень даже по душе.
Сервис на уровне 👍😉 есть доставка 🚚 или можно взять все с собой. 🍴Приготовят быстро, упакуют качественно (ну, пожалуй, кроме кофе 😂).
#гдебыпоесть #gdeburger #гдебургер #едимвкусно #завтрак #доставкаеды"
69,гдебыпоесть,4838829343,BiZuRDIFeTl,18,0,"На праздники решила понабежать в любимый Воронеж, где лет 5 не была. И который когда-то для меня был центром, меккой и вообще главным приключением года.

В процессе нового освоения старых мест, мы успели пробежаться по нескольким антуражным (или просто вкусным) заведениям города. Вероятно, попозже будет еще несколько постов с фотками, а пока держите весьма аппетитный гирос от греков с улицы Карла Маркса (прямо за кукольным театром, у памятника С. Маршаку), с курицей и жареным сыром.
#Voronezh #Vrn #food #blog #travel #zhratch #giros #shaurma #shaverma #streetfood #гдебыпоесть"
70,гдебыпоесть,4838829343,BiJ_K55lwbL,8,4,"Открыла для себя еще одно недурное место в Мск, на старом-добром Кузнецком мосту. Хищник. Примерно 20 шагов от веганского Джаганната)
Уютно, душевно, не особо завышенные (по Москве) цены. Есть, из чего выбрать в плане пива и сидра, можно по душам потрепаться с парнями за стойкой и обсудить с посетителем-иностранцем, как непомерно длиннющий чек напоминает Библию. Такое, знаете, ""мужское"" место с металлом и грубым деревом, но мне как раз такие очень по нраву.
Но самое главное вот что - после всех мест в нашей Нерезиновой, где подают бургеры, я уже и забыла, что булка и котлета могут быть не резиновыми. Здесь они были мяяяягенькими. И даже пожелания по степени прожарки котлеты спросили.
#гдебыпоесть"
71,гдебыпоесть,30626239,BiH80lUh5Vi,33130,66,"Романтика проспекта Большевиков
#Питер #Закат #Гдебыпоесть"
72,гдебыпоесть,6992833382,BiBfAR6n95b,17,12,#доманесидим#кормитьдикообраза#какониводят#ловитьзакаты#гдебыпоесть
73,гдебыпоесть,1776342825,Bh9u1JJl-uC,46,4,"Друзья, не забывайте о еще одной локации на нашей фуд-карте! @cherdak_lub 
За самыми вкусными шашлыками на открытом огне - сюда! 😋
Любителям потанцевать до утра - тоже сюда! 💃🏼🕺🏻
#люберцы#некрасовка#краснаягорка#москва#еда#гдебыпоесть#люберцыкраснаягорка#мясо"
74,гдебыпоесть,4043999711,BhzPH8FFHpt,85,2,"😃Сегодня пятница друзья😎,а это значит самое время⏱🕺💃 побаловать себя авторскими коктейлями🍹🍸🥂 от🌇 Roy's Lounge Bar Cafe🌆
🤗Ждем всех в гости сегодня вечером и бронируем столики 📞79781055508
#roysloungebar #roysbar#bar #cafe #simferopol #пятниц #гдебыпоесть #едаялюблютебя #коктейли #авторскиекоктейли #кальяны #кальянытут #музыка #атмосфера #большого #города #крым #симферополь"
75,гдебыпоесть,4043999711,Bhgorz0lV-M,107,1,"😈Сегодня пятница 13 друзья😎,а это значит самое время⏱🕺💃 побаловать себя авторскими коктейлями🍹🍸🥂 от🌇 Roy's Lounge Bar Cafe🌆
🤗Ждем всех в гости сегодня вечером и бронируем столики 📞79781055508
#roysloungebar #roysbar#bar #cafe #simferopol #пятниц #гдебыпоесть #едаялюблютебя #коктейли #авторскиекоктейли #кальяны #кальянытут #музыка #атмосфера #большого #города #крым #симферополь"
76,гдебыпоесть,4551262872,BhZKHM1FWmx,37,4,"Вы у меня очень крутые💪И на ВДНХ, когда-то было очень круто) 
Повторим?😉
#друзья#вднх#Москва#гдебыпоесть#кфс#культурнаяпрогулка#воркутамосква"
77,гдебыпоесть,4043999711,BfiGqUvleMs,57,1,"Дорогие мужчины! 👦👨👱
🌇Roy's Lounge Bar 🌆Поздравляет всех С 23 февраля 🌟желает быть всегда сильными и смелыми💪
🤗И конечно мы ждем всех сегодня вечером у нас,будем всех угощать🍸🍹🍷 и фотографировать📸
#roysloungebar #roysbar #roys #23февраля ##bar #cafe #simferopol #crimea #крым #симферополь #праздник #гдебыпоесть #куда #пойти"
78,гдебыпоесть,4043999711,BfYsCiPFoH7,81,1,"🔥🙄Согревайтесь в холодный💨 понедельник вкусными авторскими 🍵👌глинтвейнами в 🌇Roy's Lounge Bar🌆
#roysloungebar #roysbar#bar #cafe #simferopol #понедельник #гдебыпоесть #едаялюблютебя #глинтвейн #авторскиекоктейли #атмосфера #большого #города #крым #симферополь"
79,гдебыпоесть,3877725357,BfSX6n5nPS2,60,0,#решениевека#гдебыпоесть#оченьголодный
80,гдебыпоесть,4043999711,BfKxY-6lrOH,63,1,"💗🌇Roy's Lounge Bar🌆💗Поздравляет всех с Днем Влюбленных😍😘😙😚❤❤❤❤❤❤❤❤❤Ждет всех в гости!!!
🤗💞Для Вас мы подготовили угощения от кухни🍰 и бара🍾🥂🍷и конечно фотоотчет📸 от Geometria..
💏Порадуйте себя и своих любимых вместе с нами в атмосфере уюта и тепла🤗💕💞💗
👆Спешите бронировать столики по телефону +79781055508 !!!📞
#roysloungebar #roysbar #bar #cafe #simferopol #crimea #крым #симферополь #деньлюбви #гдебыпоесть #куда #пойти #деньсвятоговалентина #valentin #happyvalentinesday"
81,гдебыпоесть,4043999711,BeYJU3Nl4Qr,142,4,"❄☃🙇В холодный зимний день,порадуйте себя нежным и изысканным блюдом😋👌,орзо в сливочном соусе с тигровыми креветками🍤кальмарами 🦑и красной икрой,божественно вкусно😍
Такой шедевр можно попробовать только у нас☝️
Roy's Cafe Lounge Bar все лучшее для вас🤗
#roysloungebar #roysbar #bar #cafe #simferopol #гдебыпоесть #вкусно #едаялюблютебя #шедевр #гастрономии #блюдо #дня #симфониявкуса #Крым #симферополь"
82,гдебыпоесть,6306848099,BeVwScAAXY9,30,5,"Наш вкусный, яркий Партнёр!. 🌸 🎀 ✨ Roy's Lounge Bar! @roysbar 🙌Все самое интересное🤗🍸авторские алкогольные коктейли🍸,🍝самые вкусные блюда в городе😋👌,🤙самые дымные кальяны💨,все самое интересное в самом сердце Симферополя! ...Следите за нашими новостями☝️
#roysloungebar #roysbar#bar #cafe #simferopol #открытие #года #гдебыпоесть #едаялюблютебя #коктейли #авторскиекоктейли #кальяны #кальянытут #музыка #атмосфера #большого #города #крым #симферополь"
83,гдебыпоесть,33940801,BeS5aWJjStv,17,1,"Первое правило очереди: ""Увидел очередь, занимай незамедлительно!""☝️
Второе правило очереди: ""За чем стоят, спрашивать не обязательно, ведь за г*мном стоять не будут.""👍
.
.
.
#хочуборща #едавкитае #гдебыпоесть"
84,гдебыпоесть,4043999711,BeIZiPIl5b7,81,4,"😃Сегодня пятница друзья😎,а это значит самое время⏱🕺💃 побаловать себя авторскими коктейлями🍹🍸🥂 от🌇 Roy's Lounge Bar Cafe🌆
🤗Ждем всех в гости сегодня вечером и бронируем столики 📞79781055508
#roysloungebar #roysbar#bar #cafe #simferopol #пятниц #гдебыпоесть #едаялюблютебя #коктейли #авторскиекоктейли #кальяны #кальянытут #музыка #атмосфера #большого #города #крым #симферополь"
85,гдебыпоесть,6910217665,Bd5Bgp7Dsbg,4,0,"Не заешь где пообедать?
Так мы готовим для вас самы вкусные обеды с 11:30 утра, приходи будем тебя ждать😏😏😏
#кампус#кафекампус#cafecampus#таганка#таганская#москва#кофе#кушать#еда#гости#отдых#перекус#гдебыпоесть#приходи"
86,гдебыпоесть,1462365193,Bdx6MoFhFfN,84,0,"Чудове #місто 🏙 Чернівці 😊
Неквапливе та з неймовірною архітектурою 😍
•
•
•
#гдебыпоесть 
#гдебывыпить 
#какбывызватьтакси
#многособак
#агдекоты"
87,гдебыпоесть,6867623749,Bdm_2wfB-7q,79,2,"#итальянскаякухня 
#гдебыпоесть"
88,гдебыпоесть,3419932109,BdgtS51nqH6,31,0,"Всем привет и доброго утра !😘 ТЫ просил и мы сделали! 🔥🔥🔥 HOT FAMILY продолжается! GO к нам с семьей и друзьями!🍔🍺🍔
Сегодня на сумму в чеке от 1000 рублей дарим Крылышки в тайском соусе queen в подарок! ✨✨✨ Все сюда ! 👉 Красный проспект, 17 👉 Вокзальная магистраль, 16 👉 Морской проспект, 2 👉myasoroob.ru 
#мясоroob #мясоруб #новыйгод #бургер #бургеры #бургерная #всегдахочуесть #мясо #вкусно #рекомендую #модноеместо #зима #бородатыебудни #новосибирск #суперакция #длявсейсемьи #гдебыпоесть #острое"
